ID,last_pop,mid_pop,last_med,mid_med,is_emini
ESZ26 Index,0.6887417218543046,0.2251655629139073,7109.0,7260.25,True
HWAZ26 Index,0.6887417218543046,0.6887417218543046,7109.0,7071.0,False
TSYZ26 Index,0.6357615894039735,0.0,7121.25,,False
WSPZ26 Index,0.6754966887417219,0.0,7114.5,,False
